Dex Number,Name,Generation,Status,Species,Stat Total,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Type,Ability,Hidden Ability,Image
554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,315,70,90,45,15,45,50,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Hustle,Inner Focus,![/assets/home_images/darumaka-galarian.png](/assets/home_images/darumaka-galarian.png)
555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,480,105,140,55,30,55,95,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Sheer Force,Zen Mode,![/assets/home_images/darmanitan-standard.png](/assets/home_images/darmanitan-standard.png)
555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,540,105,30,105,140,105,55,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Sheer Force,Zen Mode,![/assets/home_images/darmanitan-zen.png](/assets/home_images/darmanitan-zen.png)
555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,480,105,140,55,30,55,95,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Gorilla Tactics,Zen Mode,![/assets/home_images/darmanitan-galarian-standard.png](/assets/home_images/darmanitan-galarian-standard.png)
555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,540,105,160,55,30,55,135,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg) ![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Gorilla Tactics,Zen Mode,![/assets/home_images/darmanitan-galarian-zen.png](/assets/home_images/darmanitan-galarian-zen.png)
556,Maractus,5,Normal,Cactus Pokémon,461,75,86,67,106,67,60,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Water Absorb / Chlorophyll,Storm Drain,![/assets/home_images/maractus.png](/assets/home_images/maractus.png)
557,Dwebble,5,Normal,Rock Inn Pokémon,325,50,65,85,35,35,55,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Sturdy / Shell Armor,Weak Armor,![/assets/home_images/dwebble.png](/assets/home_images/dwebble.png)
558,Crustle,5,Normal,Stone Home Pokémon,485,70,105,125,65,75,45,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Sturdy / Shell Armor,Weak Armor,![/assets/home_images/crustle.png](/assets/home_images/crustle.png)
559,Scraggy,5,Normal,Shedding Pokémon,348,50,75,70,35,70,48,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Shed Skin / Moxie,Intimidate,![/assets/home_images/scraggy.png](/assets/home_images/scraggy.png)
560,Scrafty,5,Normal,Hoodlum Pokémon,488,65,90,115,45,115,58,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Shed Skin / Moxie,Intimidate,![/assets/home_images/scrafty.png](/assets/home_images/scrafty.png)
561,Sigilyph,5,Normal,Avianoid Pokémon,490,72,58,80,103,80,97,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Wonder Skin / Magic Guard,Tinted Lens,![/assets/home_images/sigilyph.png](/assets/home_images/sigilyph.png)
562,Yamask,5,Normal,Spirit Pokémon,303,38,30,85,55,65,30,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Mummy,-,![/assets/home_images/yamask.png](/assets/home_images/yamask.png)
562,Galarian Yamask,5,Normal,Spirit Pokémon,303,38,55,85,30,65,30,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Wandering Spirit,-,![/assets/home_images/yamask-galarian.png](/assets/home_images/yamask-galarian.png)
563,Cofagrigus,5,Normal,Coffin Pokémon,483,58,50,145,95,105,30,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Mummy,-,![/assets/home_images/cofagrigus.png](/assets/home_images/cofagrigus.png)
564,Tirtouga,5,Normal,Prototurtle Pokémon,355,54,78,103,53,45,22,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Solid Rock / Sturdy,Swift Swim,![/assets/home_images/tirtouga.png](/assets/home_images/tirtouga.png)
565,Carracosta,5,Normal,Prototurtle Pokémon,495,74,108,133,83,65,32,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Solid Rock / Sturdy,Swift Swim,![/assets/home_images/carracosta.png](/assets/home_images/carracosta.png)
566,Archen,5,Normal,First Bird Pokémon,401,55,112,45,74,45,70,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Defeatist,-,![/assets/home_images/archen.png](/assets/home_images/archen.png)
567,Archeops,5,Normal,First Bird Pokémon,567,75,140,65,112,65,110,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Defeatist,-,![/assets/home_images/archeops.png](/assets/home_images/archeops.png)
568,Trubbish,5,Normal,Trash Bag Pokémon,329,50,50,62,40,62,65,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Stench / Sticky Hold,Aftermath,![/assets/home_images/trubbish.png](/assets/home_images/trubbish.png)
569,Garbodor,5,Normal,Trash Heap Pokémon,474,80,95,82,60,82,75,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Stench / Weak Armor,Aftermath,![/assets/home_images/garbodor.png](/assets/home_images/garbodor.png)
570,Zorua,5,Normal,Tricky Fox Pokémon,330,40,65,40,80,40,65,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Illusion,-,![/assets/home_images/zorua.png](/assets/home_images/zorua.png)
570,Hisuian Zorua,5,Normal,Spiteful Fox Pokémon,330,35,60,40,85,40,70,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg)![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Illusion,-,![/assets/home_images/zorua-hisuian.png](/assets/home_images/zorua-hisuian.png)
571,Zoroark,5,Normal,Illusion Fox Pokémon,510,60,105,60,120,60,105,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Illusion,-,![/assets/home_images/zoroark.png](/assets/home_images/zoroark.png)
571,Hisuian Zoroark,5,Normal,Baneful Fox Pokémon,510,55,100,60,125,60,110,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg)![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Illusion,-,![/assets/home_images/zoroark-hisuian.png](/assets/home_images/zoroark-hisuian.png)
572,Minccino,5,Normal,Chinchilla Pokémon,300,55,50,40,40,40,75,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Cute Charm / Technician,Skill Link,![/assets/home_images/minccino.png](/assets/home_images/minccino.png)
573,Cinccino,5,Normal,Scarf Pokémon,470,75,95,60,65,60,115,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Cute Charm / Technician,Skill Link,![/assets/home_images/cinccino.png](/assets/home_images/cinccino.png)
574,Gothita,5,Normal,Fixation Pokémon,290,45,30,50,55,65,45,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Frisk / Competitive,Shadow Tag,![/assets/home_images/gothita.png](/assets/home_images/gothita.png)
575,Gothorita,5,Normal,Manipulate Pokémon,390,60,45,70,75,85,55,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Frisk / Competitive,Shadow Tag,![/assets/home_images/gothorita.png](/assets/home_images/gothorita.png)
576,Gothitelle,5,Normal,Astral Body Pokémon,490,70,55,95,95,110,65,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Frisk / Competitive,Shadow Tag,![/assets/home_images/gothitelle.png](/assets/home_images/gothitelle.png)
577,Solosis,5,Normal,Cell Pokémon,290,45,30,40,105,50,20,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Overcoat / Magic Guard,Regenerator,![/assets/home_images/solosis.png](/assets/home_images/solosis.png)
578,Duosion,5,Normal,Mitosis Pokémon,370,65,40,50,125,60,30,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Overcoat / Magic Guard,Regenerator,![/assets/home_images/duosion.png](/assets/home_images/duosion.png)
579,Reuniclus,5,Normal,Multiplying Pokémon,490,110,65,75,125,85,30,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Overcoat / Magic Guard,Regenerator,![/assets/home_images/reuniclus.png](/assets/home_images/reuniclus.png)
580,Ducklett,5,Normal,Water Bird Pokémon,305,62,44,50,44,50,55,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Big Pecks,Hydration,![/assets/home_images/ducklett.png](/assets/home_images/ducklett.png)
581,Swanna,5,Normal,White Bird Pokémon,473,75,87,63,87,63,98,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Big Pecks,Hydration,![/assets/home_images/swanna.png](/assets/home_images/swanna.png)
582,Vanillite,5,Normal,Fresh Snow Pokémon,305,36,50,50,65,60,44,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Ice Body / Snow Cloak,Weak Armor,![/assets/home_images/vanillite.png](/assets/home_images/vanillite.png)
583,Vanillish,5,Normal,Icy Snow Pokémon,395,51,65,65,80,75,59,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Ice Body / Snow Cloak,Weak Armor,![/assets/home_images/vanillish.png](/assets/home_images/vanillish.png)
584,Vanilluxe,5,Normal,Snowstorm Pokémon,535,71,95,85,110,95,79,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Ice Body / Snow Warning,Weak Armor,![/assets/home_images/vanilluxe.png](/assets/home_images/vanilluxe.png)
585,Deerling,5,Normal,Season Pokémon,335,60,60,50,40,50,75,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Chlorophyll / Sap Sipper,Serene Grace,![/assets/home_images/deerling.png](/assets/home_images/deerling.png)
586,Sawsbuck,5,Normal,Season Pokémon,475,80,100,70,60,70,95,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Chlorophyll / Sap Sipper,Serene Grace,![/assets/home_images/sawsbuck.png](/assets/home_images/sawsbuck.png)
587,Emolga,5,Normal,Sky Squirrel Pokémon,428,55,75,60,75,60,103,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Static,Motor Drive,![/assets/home_images/emolga.png](/assets/home_images/emolga.png)
588,Karrablast,5,Normal,Clamping Pokémon,315,50,75,45,40,45,60,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Swarm / Shed Skin,No Guard,![/assets/home_images/karrablast.png](/assets/home_images/karrablast.png)
589,Escavalier,5,Normal,Cavalry Pokémon,495,70,135,105,60,105,20,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Swarm / Shell Armor,Overcoat,![/assets/home_images/escavalier.png](/assets/home_images/escavalier.png)
590,Foongus,5,Normal,Mushroom Pokémon,294,69,55,45,55,55,15,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Effect Spore,Regenerator,![/assets/home_images/foongus.png](/assets/home_images/foongus.png)
591,Amoonguss,5,Normal,Mushroom Pokémon,464,114,85,70,85,80,30,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Effect Spore,Regenerator,![/assets/home_images/amoonguss.png](/assets/home_images/amoonguss.png)
592,Frillish,5,Normal,Floating Pokémon,335,55,40,50,65,85,40,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Water Absorb / Cursed Body,Damp,![/assets/home_images/frillish.png](/assets/home_images/frillish.png)
593,Jellicent,5,Normal,Floating Pokémon,480,100,60,70,85,105,60,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Water Absorb / Cursed Body,Damp,![/assets/home_images/jellicent.png](/assets/home_images/jellicent.png)
594,Alomomola,5,Normal,Caring Pokémon,470,165,75,80,40,45,65,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Healer / Hydration,Regenerator,![/assets/home_images/alomomola.png](/assets/home_images/alomomola.png)
595,Joltik,5,Normal,Attaching Pokémon,319,50,47,50,57,50,65,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Compound Eyes / Unnerve,Swarm,![/assets/home_images/joltik.png](/assets/home_images/joltik.png)
596,Galvantula,5,Normal,EleSpider Pokémon,472,70,77,60,97,60,108,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Compound Eyes / Unnerve,Swarm,![/assets/home_images/galvantula.png](/assets/home_images/galvantula.png)
597,Ferroseed,5,Normal,Thorn Seed Pokémon,305,44,50,91,24,86,10,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Iron Barbs,Anticipation,![/assets/home_images/ferroseed.png](/assets/home_images/ferroseed.png)
598,Ferrothorn,5,Normal,Thorn Pod Pokémon,489,74,94,131,54,116,20,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Iron Barbs,Anticipation,![/assets/home_images/ferrothorn.png](/assets/home_images/ferrothorn.png)
599,Klink,5,Normal,Gear Pokémon,300,40,55,70,45,60,30,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Plus / Minus,Clear Body,![/assets/home_images/klink.png](/assets/home_images/klink.png)
600,Klang,5,Normal,Gear Pokémon,440,60,80,95,70,85,50,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Plus / Minus,Clear Body,![/assets/home_images/klang.png](/assets/home_images/klang.png)
601,Klinklang,5,Normal,Gear Pokémon,520,60,100,115,70,85,90,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Plus / Minus,Clear Body,![/assets/home_images/klinklang.png](/assets/home_images/klinklang.png)
602,Tynamo,5,Normal,EleFish Pokémon,275,35,55,40,45,40,60,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Levitate,-,![/assets/home_images/tynamo.png](/assets/home_images/tynamo.png)
603,Eelektrik,5,Normal,EleFish Pokémon,405,65,85,70,75,70,40,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Levitate,-,![/assets/home_images/eelektrik.png](/assets/home_images/eelektrik.png)
604,Eelektross,5,Normal,EleFish Pokémon,515,85,115,80,105,80,50,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Levitate,-,![/assets/home_images/eelektross.png](/assets/home_images/eelektross.png)
605,Elgyem,5,Normal,Cerebral Pokémon,335,55,55,55,85,55,30,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Telepathy / Synchronize,Analytic,![/assets/home_images/elgyem.png](/assets/home_images/elgyem.png)
606,Beheeyem,5,Normal,Cerebral Pokémon,485,75,75,75,125,95,40,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Telepathy / Synchronize,Analytic,![/assets/home_images/beheeyem.png](/assets/home_images/beheeyem.png)
607,Litwick,5,Normal,Candle Pokémon,275,50,30,55,65,55,20,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Flash Fire / Flame Body,Infiltrator,![/assets/home_images/litwick.png](/assets/home_images/litwick.png)
608,Lampent,5,Normal,Lamp Pokémon,370,60,40,60,95,60,55,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Flash Fire / Flame Body,Infiltrator,![/assets/home_images/lampent.png](/assets/home_images/lampent.png)
609,Chandelure,5,Normal,Luring Pokémon,520,60,55,90,145,90,80,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Flash Fire / Flame Body,Infiltrator,![/assets/home_images/chandelure.png](/assets/home_images/chandelure.png)
610,Axew,5,Normal,Tusk Pokémon,320,46,87,60,30,40,57,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Rivalry / Mold Breaker,Unnerve,![/assets/home_images/axew.png](/assets/home_images/axew.png)
611,Fraxure,5,Normal,Axe Jaw Pokémon,410,66,117,70,40,50,67,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Rivalry / Mold Breaker,Unnerve,![/assets/home_images/fraxure.png](/assets/home_images/fraxure.png)
612,Haxorus,5,Normal,Axe Jaw Pokémon,540,76,147,90,60,70,97,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Rivalry / Mold Breaker,Unnerve,![/assets/home_images/haxorus.png](/assets/home_images/haxorus.png)
613,Cubchoo,5,Normal,Chill Pokémon,305,55,70,40,60,40,40,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Snow Cloak / Slush Rush,Rattled,![/assets/home_images/cubchoo.png](/assets/home_images/cubchoo.png)
614,Beartic,5,Normal,Freezing Pokémon,505,95,130,80,70,80,50,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Snow Cloak / Slush Rush,Swift Swim,![/assets/home_images/beartic.png](/assets/home_images/beartic.png)
615,Cryogonal,5,Normal,Crystallizing Pokémon,515,80,50,50,95,135,105,![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Levitate,-,![/assets/home_images/cryogonal.png](/assets/home_images/cryogonal.png)
616,Shelmet,5,Normal,Snail Pokémon,305,50,40,85,40,65,25,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Hydration / Shell Armor,Overcoat,![/assets/home_images/shelmet.png](/assets/home_images/shelmet.png)
617,Accelgor,5,Normal,Shell Out Pokémon,495,80,70,40,100,60,145,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Hydration / Sticky Hold,Unburden,![/assets/home_images/accelgor.png](/assets/home_images/accelgor.png)
618,Stunfisk,5,Normal,Trap Pokémon,471,109,66,84,81,99,32,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Static / Limber,Sand Veil,![/assets/home_images/stunfisk.png](/assets/home_images/stunfisk.png)
